"acc","locus_tag","gene_name","length_nt","start","end","type","annotation"
"NP_014738.1","YOR095C","RKI1",777,503552,504328,"protein_coding","ribose-5-phosphate isomerase RKI1"
"NP_014740.1","YOR097C",NA,528,506978,507505,"protein_coding","hypothetical protein"
"NP_014741.1","YOR098C","NUP1",3231,507948,511178,"protein_coding","FG-nucleoporin NUP1"
"NP_014742.1","YOR099W","KTR1",1182,511825,513006,"protein_coding","alpha-1,2-mannosyltransferase KTR1"
"NP_014743.1","YOR100C","CRC1",984,513295,514278,"protein_coding","carnitine:acyl carnitine antiporter"
"NP_014744.1","YOR101W","RAS1",930,515244,516173,"protein_coding","Ras family GTPase RAS1"
"NP_014746.2","YOR103C","OST2",393,516449,516841,"protein_coding","dolichyl-diphosphooligosaccharide-protein glycotransferase"
"NP_014747.1","YOR104W","PIN2",849,517642,518490,"protein_coding","Pin2p"
"NP_001257690.1","YOR105W",NA,327,518195,518521,"protein_coding","hypothetical protein"
"NP_014749.1","YOR106W","VAM3",852,519121,519972,"protein_coding","SNAP receptor VAM3"
"NP_014750.3","YOR107W","RGS2",930,521353,522282,"protein_coding","GTPase-activating protein RGS2"
"NP_014751.1","YOR108W","LEU9",1815,523027,524841,"protein_coding","2-isopropylmalate synthase LEU9"
"NP_014752.3","YOR109W","INP53",3324,525278,528601,"protein_coding","phosphatidylinositol-3-/phosphoinositide 5-phosphatase INP53"
"NP_014753.1","YOR110W","TFC7",1308,528941,530248,"protein_coding","transcription factor TFIIIC subunit TFC7"
"NP_014754.3","YOR111W",NA,699,530429,531127,"protein_coding","hypothetical protein"
"NP_014755.1","YOR112W","CEX1",2286,531508,533793,"protein_coding","Cex1p"
"NP_014756.3","YOR113W","AZF1",2745,534075,536819,"protein_coding","Azf1p"
"NP_014757.1","YOR114W",NA,885,537570,538454,"protein_coding","hypothetical protein"
"NP_014758.3","YOR115C","TRS33",807,538659,539465,"protein_coding","Trs33p"
"NP_014759.1","YOR116C","RPO31",4383,539763,544145,"protein_coding","DNA-directed RNA polymerase III core subunit RPO31"
"NP_014760.3","YOR117W","RPT5",1305,545029,546333,"protein_coding","proteasome regulatory particle base subunit RPT5"
"NP_014761.1","YOR118W","RTC5",1704,546857,548560,"protein_coding","Rtc5p"
"NP_014762.3","YOR119C","RIO1",1455,548792,550246,"protein_coding","protein kinase RIO1"
"NP_014763.1","YOR120W","GCY1",939,551114,552052,"protein_coding","glycerol 2-dehydrogenase (NADP(+)) GCY1"
"NP_014766.1","YOR123C","LEO1",1395,553176,554570,"protein_coding","Leo1p"
"NP_014767.3","YOR124C","UBP2",3819,554824,558642,"protein_coding","ubiquitin-specific protease UBP2"
"NP_014768.2","YOR125C","CAT5",702,559030,559731,"protein_coding","putative monooxygenase CAT5"
"NP_014769.3","YOR126C","IAH1",717,559961,560677,"protein_coding","isoamyl acetate-hydrolyzing esterase"
"NP_014770.1","YOR127W","RGA1",3024,561170,564193,"protein_coding","Rga1p"
"NP_014771.3","YOR128C","ADE2",1716,564476,566191,"protein_coding","phosphoribosylaminoimidazole carboxylase ADE2"
"NP_014772.1","YOR129C","AFI1",2682,566877,569558,"protein_coding","Afi1p"
"NP_014773.4","YOR130C","ORT1",879,569929,570807,"protein_coding","Ort1p"
"NP_014774.1","YOR131C",NA,657,572182,572838,"protein_coding","putative haloacid dehalogenase-like hydrolase"
"NP_014775.3","YOR132W","VPS17",1656,573175,574830,"protein_coding","retromer subunit VPS17"
"NP_014776.1","YOR133W","EFT1",2529,575098,577626,"protein_coding","elongation factor 2"
"NP_014777.3","YOR134W","BAG7",1230,578564,579793,"protein_coding","Bag7p"
"NP_014779.1","YOR136W","IDH2",1110,580250,581359,"protein_coding","isocitrate dehydrogenase (NAD(+)) IDH2"
"NP_014780.3","YOR137C","SIA1",1869,581813,583681,"protein_coding","Sia1p"
"NP_014781.1","YOR138C","RUP1",2016,584309,586324,"protein_coding","Rup1p"
"NP_014783.4","YOR140W","SFL1",2301,586981,589281,"protein_coding","Sfl1p"
"NP_014784.1","YOR141C","ARP8",2646,589942,592587,"protein_coding","Arp8p"
"NP_014785.3","YOR142W","LSC1",990,593057,594046,"protein_coding","succinate--CoA ligase (GDP-forming) subunit alpha"
"NP_058184.3","YOR142W-A",NA,1323,595112,596434,"protein_coding","gag protein"
"NP_014786.1","YOR143C","THI80",960,601383,602342,"protein_coding","thiamine diphosphokinase"
"NP_014787.3","YOR144C","ELG1",2376,602717,605092,"protein_coding","Elg1p"
"NP_014788.1","YOR145C","PNO1",825,605347,606171,"protein_coding","Pno1p"
"NP_014790.4","YOR147W","MDM32",1869,606607,608475,"protein_coding","Mdm32p"
"NP_014791.1","YOR148C","SPP2",558,608640,609197,"protein_coding","Spp2p"
"NP_014792.4","YOR149C","SMP3",1551,609838,611388,"protein_coding","glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase"
"NP_014793.1","YOR150W","MRPL23",492,611999,612490,"protein_coding","mitochondrial 54S ribosomal protein YmL23"
"NP_014794.3","YOR151C","RPB2",3675,612997,616671,"protein_coding","DNA-directed RNA polymerase II core subunit RPB2"
"NP_014795.1","YOR152C","ATG40",771,617518,618288,"protein_coding","Atg40p"
"NP_014796.3","YOR153W","PDR5",4536,619840,624375,"protein_coding","ATP-binding cassette multidrug transporter PDR5"
"NP_014797.1","YOR154W","SLP1",1764,624729,626492,"protein_coding","Slp1p"
"NP_014798.3","YOR155C","ISN1",1353,626628,627980,"protein_coding","IMP 5'-nucleotidase"
"NP_014799.1","YOR156C","NFI1",2181,628360,630540,"protein_coding","SUMO ligase NFI1"
"NP_014800.3","YOR157C","PUP1",786,630966,631751,"protein_coding","proteasome core particle subunit beta 2"
"NP_014801.1","YOR158W","PET123",957,632164,633120,"protein_coding","mitochondrial 37S ribosomal protein PET123"
"NP_014802.3","YOR159C","SME1",285,633282,633566,"protein_coding","mRNA splicing protein SME1"
"NP_014803.1","YOR160W","MTR10",2919,633839,636757,"protein_coding","Mtr10p"
"NP_014804.3","YOR161C","PNS1",1620,636939,638558,"protein_coding","Pns1p"
"NP_878172.1","YOR161C-C",NA,147,639121,639267,"protein_coding","hypothetical protein"
"NP_014805.3","YOR162C","YRR1",2433,639560,641992,"protein_coding","Yrr1p"
"NP_014806.1","YOR163W","DDP1",567,642741,643307,"protein_coding","polyphosphatase DDP1"
"NP_014807.3","YOR164C","GET4",939,643394,644332,"protein_coding","Get4p"
"NP_014808.1","YOR165W","SEY1",2331,644566,646896,"protein_coding","dynamin-like GTPase SEY1"
"NP_014809.3","YOR166C","SWT1",1377,647126,648502,"protein_coding","mRNA-processing endoribonuclease"
"NP_014810.1","YOR167C","RPS28A",204,648804,649007,"protein_coding","ribosomal 40S subunit protein S28A"
"NP_014811.3","YOR168W","GLN4",2430,649303,651732,"protein_coding","glutamine--tRNA ligase"
"NP_014814.1","YOR171C","LCB4",1875,652010,653884,"protein_coding","sphinganine kinase LCB4"
"NP_014815.3","YOR172W","YRM1",2361,654210,656570,"protein_coding","Yrm1p"
"NP_014816.2","YOR173W","DCS2",1062,657264,658325,"protein_coding","5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase"
"NP_014817.3","YOR174W","MED4",855,658747,659601,"protein_coding","Med4p"
"NP_014818.1","YOR175C","ALE1",1860,659815,661674,"protein_coding","lysophospholipid acyltransferase"
"NP_014819.3","YOR176W","HEM15",1182,662401,663582,"protein_coding","ferrochelatase HEM15"
"NP_014820.1","YOR177C","MPC54",1395,665785,667179,"protein_coding","Mpc54p"
"NP_014821.3","YOR178C","GAC1",2382,667860,670241,"protein_coding","protein phosphatase regulator GAC1"
"NP_014822.1","YOR179C","SYC1",567,671845,672411,"protein_coding","cleavage polyadenylation factor subunit SYC1"
"NP_014823.3","YOR180C","DCI1",816,674352,675167,"protein_coding","putative dodecenoyl-CoA isomerase DCI1"
"NP_014824.1","YOR181W","LAS17",1902,675939,677840,"protein_coding","actin-binding protein LAS17"
"NP_014826.1","YOR183W","FYV12",390,678872,679261,"protein_coding","Fyv12p"
"NP_014827.3","YOR184W","SER1",1188,679357,680544,"protein_coding","O-phospho-L-serine:2-oxoglutarate transaminase"
"NP_014828.1","YOR185C","GSP2",663,681444,682106,"protein_coding","Ran GTPase GSP2"
"NP_014829.3","YOR186W",NA,435,683111,683545,"protein_coding","hypothetical protein"
"NP_014830.1","YOR187W","TUF1",1314,684030,685343,"protein_coding","translation elongation factor Tu"
"NP_014831.3","YOR188W","MSB1",3414,685767,689180,"protein_coding","Msb1p"
"NP_014832.1","YOR189W","IES4",351,689624,689974,"protein_coding","Ies4p"
"NP_014833.3","YOR190W","SPR1",1338,690695,692032,"protein_coding","glucan 1,3-beta-glucosidase"
"NP_014834.1","YOR191W","ULS1",4860,692475,697334,"protein_coding","translocase ULS1"
"NP_014835.3","YOR192C","THI72",1800,698768,700567,"protein_coding","thiamine transporter"
"NP_878173.1","YOR192C-C",NA,237,703988,704224,"protein_coding","hypothetical protein"
"NP_058186.1","YOR192C-A",NA,1317,708416,709732,"protein_coding","gag protein"
"NP_014836.3","YOR193W","PEX27",1131,710446,711576,"protein_coding","Pex27p"
"NP_014837.1","YOR194C","TOA1",861,711683,712543,"protein_coding","transcription initiation factor IIA large subunit"
"NP_014838.3","YOR195W","SLK19",2466,712866,715331,"protein_coding","Slk19p"
"NP_014839.1","YOR196C","LIP5",1245,715593,716837,"protein_coding","putative lipoate synthase"
"NP_014840.4","YOR197W","MCA1",1299,717086,718384,"protein_coding","Ca(2+)-dependent cysteine protease MCA1"
"NP_014841.1","YOR198C","BFR1",1413,718653,720065,"protein_coding","Bfr1p"
"NP_014844.3","YOR201C","MRM1",1239,720470,721708,"protein_coding","Mrm1p"
"NP_014845.1","YOR202W","HIS3",663,721946,722608,"protein_coding","imidazoleglycerol-phosphate dehydratase HIS3"
"NP_014847.3","YOR204W","DED1",1815,722911,724725,"protein_coding","DEAD-box ATP-dependent RNA helicase DED1"
"NP_014848.1","YOR205C","GEP3",1671,725564,727234,"protein_coding","Gep3p"
"NP_014849.3","YOR206W","NOC2",2133,727512,729644,"protein_coding","mRNA-binding ribosome synthesis protein NOC2"
"NP_014850.1","YOR207C","RET1",3450,730008,733457,"protein_coding","DNA-directed RNA polymerase III core subunit RET1"
"NP_014851.3","YOR208W","PTP2",2253,733925,736177,"protein_coding","tyrosine protein phosphatase PTP2"
"NP_014852.1","YOR209C","NPT1",1290,736437,737726,"protein_coding","nicotinate phosphoribosyltransferase"
"NP_014853.3","YOR210W","RPB10",213,738320,738532,"protein_coding","DNA-directed RNA polymerase core subunit RPB10"
"NP_014854.2","YOR211C","MGM1",2646,738924,741569,"protein_coding","dynamin-related GTPase MGM1"
"NP_014855.3","YOR212W","STE4",1272,742910,744181,"protein_coding","G protein subunit beta"
"NP_014856.1","YOR213C","SAS5",747,744535,745281,"protein_coding","Sas5p"
"NP_014857.3","YOR214C","SPR2",711,745593,746303,"protein_coding","Spr2p"
"NP_014858.1","YOR215C","AIM41",558,746725,747282,"protein_coding","Aim41p"
"NP_014859.3","YOR216C","RUD3",1455,747525,748979,"protein_coding","Rud3p"
"NP_014860.1","YOR217W","RFC1",2586,749301,751886,"protein_coding","replication factor C subunit 1"
"NP_014862.3","YOR219C","STE13",2796,752214,755009,"protein_coding","Ste13p"
"NP_014863.1","YOR220W","RCN2",798,755328,756125,"protein_coding","Rcn2p"
"NP_014864.4","YOR221C","MCT1",1083,756476,757558,"protein_coding","[acyl-carrier-protein] S-malonyltransferase"
"NP_014865.1","YOR222W","ODC2",924,758330,759253,"protein_coding","mitochondrial 2-oxodicarboxylate carrier"
"NP_014866.3","YOR223W","DSC3",879,759782,760660,"protein_coding","Dsc3p"
"NP_014867.1","YOR224C","RPB8",441,760825,761265,"protein_coding","DNA-directed RNA polymerase core subunit RPB8"
"NP_014869.3","YOR226C","ISU2",471,761614,762084,"protein_coding","putative iron-binding protein ISU2"
"NP_014870.1","YOR227W","HER1",3741,762825,766565,"protein_coding","Her1p"
"NP_014871.3","YOR228C","MCP1",909,766869,767777,"protein_coding","Mcp1p"
"NP_014872.1","YOR229W","WTM2",1404,768409,769812,"protein_coding","transcriptional modulator"
"NP_014873.3","YOR230W","WTM1",1314,770800,772113,"protein_coding","transcriptional modulator"
"NP_014874.1","YOR231W","MKK1",1527,772601,774127,"protein_coding","mitogen-activated protein kinase kinase MKK1"
"NP_014875.3","YOR232W","MGE1",687,774573,775259,"protein_coding","Mge1p"
"NP_014876.1","YOR233W","KIN4",2403,775846,778248,"protein_coding","putative serine/threonine protein kinase KIN4"
"NP_001335817.1","YOR235W","IRC13",315,779870,780184,"protein_coding","Irc13p"
"NP_014879.1","YOR236W","DFR1",636,780906,781541,"protein_coding","dihydrofolate reductase"
"NP_014880.3","YOR237W","HES1",1305,781994,783298,"protein_coding","oxysterol-binding protein related protein HES1"
"NP_014881.2","YOR238W",NA,912,783677,784588,"protein_coding","hypothetical protein"
"NP_014884.1","YOR241W","MET7",1647,786995,788641,"protein_coding","tetrahydrofolate synthase"
"NP_014885.3","YOR242C","SSP2",1116,788742,789857,"protein_coding","Ssp2p"
"NP_014886.1","YOR243C","PUS7",2031,790211,792241,"protein_coding","pseudouridine synthase PUS7"
"NP_014887.3","YOR244W","ESA1",1338,792531,793868,"protein_coding","NuA4 histone acetyltransferase complex catalytic subunit ESA1"
"NP_014888.1","YOR245C","DGA1",1257,794076,795332,"protein_coding","diacylglycerol O-acyltransferase"
"NP_014889.3","YOR246C","ENV9",993,795801,796793,"protein_coding","Env9p"
"NP_014890.1","YOR247W","SRL1",633,797676,798308,"protein_coding","Srl1p"
"NP_014892.3","YOR249C","APC5",2058,798674,800731,"protein_coding","anaphase promoting complex subunit 5"
"NP_014893.1","YOR250C","CLP1",1338,800970,802307,"protein_coding","cleavage polyadenylation factor subunit CLP1"
"NP_014894.3","YOR251C","TUM1",915,802550,803464,"protein_coding","thiosulfate sulfurtransferase"
"NP_014895.2","YOR252W","TMA16",537,803667,804203,"protein_coding","Tma16p"
"NP_014896.3","YOR253W","NAT5",531,804377,804907,"protein_coding","peptide alpha-N-acetyltransferase subunit NAT5"
"NP_014897.1","YOR254C","SEC63",1992,805032,807023,"protein_coding","protein-transporting protein SEC63"
"NP_014898.3","YOR255W","OSW1",837,807271,808107,"protein_coding","Osw1p"
"NP_014899.1","YOR256C","TRE2",2430,808254,810683,"protein_coding","putative zinc metalloprotease"
"NP_014900.3","YOR257W","CDC31",486,811008,811493,"protein_coding","centrin"
"NP_014901.1","YOR258W","HNT3",654,811671,812324,"protein_coding","DNA 5'-adenosine monophosphate hydrolase"
"NP_014902.3","YOR259C","RPT4",1314,812395,813708,"protein_coding","proteasome regulatory particle base subunit RPT4"
"NP_014903.1","YOR260W","GCD1",1737,813984,815720,"protein_coding","translation initiation factor eIF2B subunit gamma"
"NP_014904.3","YOR261C","RPN8",1017,815915,816931,"protein_coding","proteasome regulatory particle lid subunit RPN8"
"NP_014905.1","YOR262W","GPN2",1044,817292,818335,"protein_coding","putative GTPase GPN2"
"NP_014907.3","YOR264W","DSE3",1293,818866,820158,"protein_coding","Dse3p"
"NP_014908.1","YOR265W","RBL2",321,820454,820774,"protein_coding","Rbl2p"
"NP_014909.3","YOR266W","PNT1",1272,821023,822294,"protein_coding","Pnt1p"
"NP_014910.1","YOR267C","HRK1",2280,822588,824867,"protein_coding","putative serine/threonine protein kinase HRK1"
"NP_014911.3","YOR268C",NA,399,825534,825932,"protein_coding","hypothetical protein"
"NP_014912.1","YOR269W","PAC1",1485,826385,827869,"protein_coding","Pac1p"
"NP_014913.3","YOR270C","VPH1",2523,828052,830574,"protein_coding","H(+)-transporting V0 sector ATPase subunit a"
"NP_014914.1","YOR271C","FSF1",984,831059,832042,"protein_coding","Fsf1p"
"NP_014915.3","YOR272W","YTM1",1383,832813,834195,"protein_coding","Ytm1p"
"NP_014916.1","YOR273C","TPO4",1980,834452,836431,"protein_coding","Tpo4p"
"NP_014917.3","YOR274W","MOD5",1287,837674,838960,"protein_coding","tRNA dimethylallyltransferase"
"NP_014918.1","YOR275C","RIM20",1986,839084,841069,"protein_coding","Rim20p"
"NP_014919.3","YOR276W","CAF20",486,841333,841818,"protein_coding","Caf20p"
"NP_014921.1","YOR278W","HEM4",828,842817,843644,"protein_coding","uroporphyrinogen-III synthase HEM4"
"NP_014922.3","YOR279C","RFM1",933,843698,844630,"protein_coding","Rfm1p"
"NP_014923.1","YOR280C","FSH3",801,844992,845792,"protein_coding","putative serine hydrolase"
"NP_014924.3","YOR281C","PLP2",861,846269,847129,"protein_coding","Plp2p"
"NP_014926.1","YOR283W",NA,693,847453,848145,"protein_coding","phosphoglycerate mutase"
"NP_014927.3","YOR284W","HUA2",732,848478,849209,"protein_coding","Hua2p"
"NP_014928.1","YOR285W","RDL1",420,849635,850054,"protein_coding","thiosulfate sulfurtransferase RDL1"
"NP_014929.3","YOR286W","RDL2",450,850280,850729,"protein_coding","thiosulfate sulfurtransferase RDL2"
"NP_014930.1","YOR287C","RRP36",903,850937,851839,"protein_coding","rRNA-processing protein RRP36"
"NP_014931.3","YOR288C","MPD1",957,852121,853077,"protein_coding","protein disulfide isomerase MPD1"
"NP_014932.1","YOR289W",NA,756,853357,854112,"protein_coding","hypothetical protein"
"NP_014933.3","YOR290C","SNF2",5112,855147,860258,"protein_coding","SWI/SNF catalytic subunit SNF2"
"NP_014934.1","YOR291W","YPK9",4419,861175,865593,"protein_coding","putative acid anhydride hydrolase"
"NP_014935.3","YOR292C",NA,930,865653,866582,"protein_coding","hypothetical protein"
"NP_878174.3","YOR293C-A",NA,150,867998,868147,"protein_coding","hypothetical protein"
"NP_014937.1","YOR294W","RRS1",612,868340,868951,"protein_coding","Rrs1p"
"NP_014938.3","YOR295W","UAF30",687,869208,869894,"protein_coding","Uaf30p"
"NP_014939.1","YOR296W",NA,3870,870202,874071,"protein_coding","hypothetical protein"
"NP_014940.4","YOR297C","TIM18",579,874743,875321,"protein_coding","Tim18p"
"NP_014941.1","YOR298W","MUM3",1440,875599,877038,"protein_coding","Mum3p"
"NP_014942.4","YOR298C-A","MBF1",456,877230,877685,"protein_coding","Mbf1p"
"NP_014943.1","YOR299W","BUD7",2241,878435,880675,"protein_coding","exomer complex subunit"
"NP_014945.3","YOR301W","RAX1",1308,880965,882272,"protein_coding","Rax1p"
"NP_014946.1","YOR302W",NA,78,882765,882842,"protein_coding","hypothetical protein"
"NP_014947.3","YOR303W","CPA1",1236,882899,884134,"protein_coding","carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1"
"NP_014948.1","YOR304W","ISW2",3363,884514,887876,"protein_coding","DNA translocase"
"NP_014949.3","YOR304C-A","BIL1",231,888520,888750,"protein_coding","Bil1p"
"NP_014950.1","YOR305W","RRG7",729,889022,889750,"protein_coding","Rrg7p"
"NP_014951.4","YOR306C","MCH5",1566,889867,891432,"protein_coding","Mch5p"
"NP_014952.1","YOR307C","SLY41",1362,892731,894092,"protein_coding","Sly41p"
"NP_014953.3","YOR308C","SNU66",1764,894624,896387,"protein_coding","U4/U6-U5 snRNP complex subunit SNU66"
"NP_014955.1","YOR310C","NOP58",1536,896825,898360,"protein_coding","RNA-processing protein NOP58"
"NP_014956.3","YOR311C","DGK1",873,899056,899928,"protein_coding","diacylglycerol kinase"
"NP_014958.3","YOR313C","SPS4",1017,901858,902874,"protein_coding","Sps4p"
"NP_001335818.1","YOR314W",NA,330,903043,903372,"protein_coding","hypothetical protein"
