acc,locus_tag,old_locus_tag,length_nt,start,end,type,annotation
WP_012289727.1,VNG_RS12885,,291,144507,144797,protein_coding,hypothetical protein
WP_049892774.1,VNG_RS12890,,327,144797,145123,protein_coding,hypothetical protein
WP_010890452.1,VNG_RS12895,VNG7130,303,145195,145497,protein_coding,hypothetical protein
WP_010890451.1,VNG_RS12900,VNG7131,513,145498,146010,protein_coding,hypothetical protein
WP_010890450.1,VNG_RS12905,VNG7132,330,146042,146371,protein_coding,hypothetical protein
WP_012289724.1,VNG_RS12910,VNG7134,900,147098,147997,protein_coding,D-binding protein
WP_010890447.1,VNG_RS13840,,447,148190,148636,protein_coding,hypothetical protein
WP_010890446.1,VNG_RS12920,VNG7136,1161,149110,150270,protein_coding,hypothetical protein
WP_012289080.1,VNG_RS12925,,1167,150923,152089,protein_coding,ISH3 family transposase ISH27-2
WP_010890445.1,VNG_RS13845,,465,152205,152669,protein_coding,hypothetical protein
WP_010890442.1,VNG_RS13855,,438,154707,155144,protein_coding,deoxyribonuclease
WP_010890440.1,VNG_RS12945,VNG7142,831,155237,156067,protein_coding,transcriptiol regulator
WP_010890439.1,VNG_RS12950,VNG7143,804,156073,156876,protein_coding,hypothetical protein
WP_010890438.1,VNG_RS12955,VNG7144,939,157138,158076,protein_coding,ParA family protein
WP_010890437.1,VNG_RS12960,VNG7145,420,158069,158488,protein_coding,hypothetical protein
WP_010890436.1,VNG_RS12965,VNG7146,1365,158722,160086,protein_coding,transposase
WP_010890435.1,VNG_RS13860,,558,160541,161098,protein_coding,hypothetical protein
WP_010890434.1,VNG_RS12970,VNG7148,654,161110,161763,protein_coding,ArsR family transcriptiol regulator
WP_010904022.1,VNG_RS12975,VNG7149,1083,162049,163131,protein_coding,type 2 isopentenyl-diphosphate Delta-isomerase
WP_010890432.1,VNG_RS12980,VNG7150,1275,163498,164772,protein_coding,IS4 family transposase ISH8B
WP_010904020.1,VNG_RS13865,,381,165037,165417,protein_coding,hypothetical protein
WP_010904019.1,VNG_RS13870,,252,165896,166147,protein_coding,hypothetical protein
WP_010890429.1,VNG_RS12990,VNG7153,1119,166140,167258,protein_coding,hypothetical protein
WP_010890427.1,VNG_RS13005,VNG7155,360,168532,168891,protein_coding,thioredoxin
WP_010890426.1,VNG_RS13010,VNG7156,405,169067,169471,protein_coding,transcriptiol regulator
WP_010890425.1,VNG_RS13015,VNG7157,978,169584,170561,protein_coding,sulfite exporter TauE/SafE family protein
WP_010890424.1,VNG_RS13020,VNG7158,1266,170951,172216,protein_coding,MFS transporter
WP_010890422.1,VNG_RS13025,VNG7160,1110,172220,173329,protein_coding,hypothetical protein
WP_049892625.1,VNG_RS13030,VNG7161,735,173419,174153,protein_coding,XRE family transcriptiol regulator
WP_010890420.1,VNG_RS13035,VNG7162,1176,174170,175345,protein_coding,inorganic phosphate transporter
WP_010890418.1,VNG_RS13040,VNG7164,459,175356,175814,protein_coding,hypothetical protein
WP_010890417.1,VNG_RS13045,VNG7165,492,175814,176305,protein_coding,hypothetical protein
WP_010890416.1,VNG_RS13050,VNG7166,1194,176314,177507,protein_coding,MBL fold metallo-hydrolase
WP_010890415.1,VNG_RS13055,VNG7167,246,177757,178002,protein_coding,hypothetical protein
WP_010890414.1,VNG_RS13060,VNG7168,573,178005,178577,protein_coding,hypothetical protein
WP_010890413.1,VNG_RS13065,VNG7169,996,178696,179691,protein_coding,cytochrome d ubiquinol oxidase subunit II
WP_010890412.1,VNG_RS13070,VNG7170,1449,179684,181132,protein_coding,cytochrome ubiquinol oxidase subunit I
WP_012289550.1,VNG_RS13075,,384,182187,182570,protein_coding,hypothetical protein
WP_010890411.1,VNG_RS13080,VNG7171,561,182950,183510,protein_coding,transcription factor
WP_010904014.1,VNG_RS13085,,282,183604,183885,protein_coding,PadR family transcriptiol regulator
WP_012289549.1,VNG_RS13090,,168,184018,184185,protein_coding,D-binding protein
WP_012289548.1,VNG_RS13095,,222,184489,184710,protein_coding,hypothetical protein
WP_010904011.1,VNG_RS13100,,270,184869,185138,protein_coding,hypothetical protein
WP_049928411.1,VNG_RS13105,VNG7172,399,185169,185567,protein_coding,hypothetical protein
WP_010903158.1,VNG_RS13110,VNG7173,993,185578,186570,protein_coding,IS5 family transposase ISH11
WP_010890407.1,VNG_RS13125,VNG7175,828,188028,188855,protein_coding,IS5 family transposase ISH28
WP_081422758.1,VNG_RS13880,,1065,188921,189985,protein_coding,hypothetical protein
WP_049928453.1,VNG_RS13145,,1137,190133,191269,protein_coding,ISH3-like element ISH27-2 family transposase
WP_049892616.1,VNG_RS10515,VNG6001H,420,363,782,protein_coding,hypothetical protein
WP_010890542.1,VNG_RS10520,VNG6003H,339,834,1172,protein_coding,hypothetical protein
WP_010890541.1,VNG_RS13395,VNG6005H,453,1296,1748,protein_coding,hypothetical protein
WP_010890539.1,VNG_RS10525,VNG6007H,1815,1905,3719,protein_coding,ISNCY family transposase ISH7A
WP_012289544.1,VNG_RS13400,,123,4096,4218,protein_coding,ISNCY family transposase ISH7A
WP_010890538.1,VNG_RS10530,VNG6008H,396,4215,4610,protein_coding,ISNCY family transposase ISH7A
WP_010890537.1,VNG_RS13405,VNG6009H,198,4614,4811,protein_coding,transcriptiol regulator
WP_010890536.1,VNG_RS10535,VNG6010G,420,4982,5401,protein_coding,ParA family protein
WP_010890535.1,VNG_RS13410,VNG6011H,2319,5542,7860,protein_coding,hypothetical protein
WP_010890534.1,VNG_RS13415,VNG6012H,801,7861,8661,protein_coding,hypothetical protein
WP_010890533.1,VNG_RS13420,VNG6013G,3222,9210,12431,protein_coding,hypothetical protein
WP_012289545.1,VNG_RS10565,,1167,12847,14013,protein_coding,ISH3 family transposase ISH3B
WP_010890532.1,VNG_RS10570,VNG6016H,1275,14308,15582,protein_coding,IS4 family transposase ISH8
WP_010890531.1,VNG_RS10575,VNG6017H,609,15743,16351,protein_coding,hypothetical protein
WP_010890529.1,VNG_RS10580,VNG6019G,255,16451,16705,protein_coding,gas vesicle protein GvpM
WP_010890528.1,VNG_RS10585,VNG6020G,846,16705,17550,protein_coding,protein gvpL
WP_010890527.1,VNG_RS10590,VNG6021G,342,17547,17888,protein_coding,protein gvpK
WP_010890526.1,VNG_RS10595,VNG6022G,345,17890,18234,protein_coding,gas vesicle protein GvpJ
WP_010890525.1,VNG_RS13425,VNG6023G,435,18227,18661,protein_coding,protein gvpI
WP_010890524.1,VNG_RS10600,VNG6024G,549,18658,19206,protein_coding,protein gvpH 1
WP_010890523.1,VNG_RS10605,VNG6025G,252,19206,19457,protein_coding,protein gvpG
WP_010890522.1,VNG_RS10610,VNG6026G,642,19461,20102,protein_coding,protein gvpF
WP_010890521.1,VNG_RS10615,VNG6027G,576,20095,20670,protein_coding,transcriptiol regulator
WP_010890520.1,VNG_RS10620,VNG6028G,1611,20673,22283,protein_coding,protein gvpD
WP_010890519.1,VNG_RS10625,VNG6029G,231,22484,22714,protein_coding,gas vesicle protein
WP_010890518.1,VNG_RS10630,VNG6031G,1149,22804,23952,protein_coding,gas vesicle protein GvpC
WP_010890517.1,VNG_RS10635,VNG6032G,1044,23949,24992,protein_coding,ATPase AAA
WP_010890516.1,VNG_RS10640,VNG6033G,360,25017,25376,protein_coding,protein gvpO 1
WP_010890515.1,VNG_RS10645,VNG6034G,765,25405,26169,protein_coding,ParA family protein
WP_010890514.1,VNG_RS10650,VNG6035G,2754,26683,29436,protein_coding,PAS domain S-box protein
WP_010890513.1,VNG_RS10655,VNG6037G,303,30044,30346,protein_coding,transcription initiation factor IID
WP_010890512.1,VNG_RS10660,VNG6038H,1275,30622,31896,protein_coding,IS4 family transposase ISH8A
WP_012289254.1,VNG_RS10665,,1167,32090,33256,protein_coding,ISH3 family transposase ISH3C
WP_081422758.1,VNG_RS10670,VNG6039H,1065,33404,34468,protein_coding,hypothetical protein
WP_010890407.1,VNG_RS10675,VNG6040H,828,34534,35361,protein_coding,IS5 family transposase ISH28
WP_010903158.1,VNG_RS10690,VNG6043H,993,36819,37811,protein_coding,IS5 family transposase ISH11
WP_049928411.1,VNG_RS10695,,399,37822,38220,protein_coding,hypothetical protein
WP_010904011.1,VNG_RS10700,VNG6045H,270,38251,38520,protein_coding,hypothetical protein
WP_012289548.1,VNG_RS10705,VNG6046H,222,38679,38900,protein_coding,hypothetical protein
WP_012289549.1,VNG_RS10710,VNG6047H,168,39204,39371,protein_coding,D-binding protein
WP_010904014.1,VNG_RS10715,VNG6048H,282,39504,39785,protein_coding,PadR family transcriptiol regulator
WP_010890411.1,VNG_RS10720,VNG6050G,561,39879,40439,protein_coding,transcription factor
WP_012289550.1,VNG_RS10725,,384,40819,41202,protein_coding,hypothetical protein
WP_010890412.1,VNG_RS10730,VNG6053G,1449,42257,43705,protein_coding,cytochrome ubiquinol oxidase subunit I
WP_010890413.1,VNG_RS10735,VNG6055G,996,43698,44693,protein_coding,cytochrome d ubiquinol oxidase subunit II
WP_010890414.1,VNG_RS10740,VNG6057C,573,44812,45384,protein_coding,hypothetical protein
WP_010890415.1,VNG_RS10745,VNG6059C,246,45387,45632,protein_coding,hypothetical protein
WP_010890416.1,VNG_RS10750,VNG6060C,1194,45882,47075,protein_coding,MBL fold metallo-hydrolase
WP_010890417.1,VNG_RS10755,VNG6061H,492,47084,47575,protein_coding,hypothetical protein
WP_010890418.1,VNG_RS10760,VNG6062H,459,47575,48033,protein_coding,hypothetical protein
WP_010890420.1,VNG_RS10765,VNG6064G,1176,48044,49219,protein_coding,inorganic phosphate transporter
WP_049892625.1,VNG_RS10770,VNG6065G,735,49236,49970,protein_coding,XRE family transcriptiol regulator
WP_010890422.1,VNG_RS10775,VNG6066C,1110,50060,51169,protein_coding,hypothetical protein
WP_010890424.1,VNG_RS10780,VNG6068C,1266,51173,52438,protein_coding,MFS transporter
WP_010890425.1,VNG_RS10785,VNG6071C,978,52828,53805,protein_coding,sulfite exporter TauE/SafE family protein
WP_010890426.1,VNG_RS10790,VNG6072C,405,53918,54322,protein_coding,transcriptiol regulator
WP_010890427.1,VNG_RS10795,VNG6073G,360,54498,54857,protein_coding,thioredoxin
WP_010890428.1,VNG_RS10800,VNG6074G,618,54858,55475,protein_coding,FAD-binding protein
WP_081422759.1,VNG_RS10805,VNG6075G,405,55479,55883,protein_coding,hypothetical protein
WP_010890429.1,VNG_RS10810,VNG6076H,1119,56131,57249,protein_coding,hypothetical protein
WP_010904019.1,VNG_RS13430,VNG6077H,252,57242,57493,protein_coding,hypothetical protein
WP_010904020.1,VNG_RS13435,VNG6078H,381,57972,58352,protein_coding,hypothetical protein
WP_010890432.1,VNG_RS10820,VNG6079H,1275,58617,59891,protein_coding,IS4 family transposase ISH8B
WP_010904022.1,VNG_RS10825,VNG6081G,1083,60258,61340,protein_coding,type 2 isopentenyl-diphosphate Delta-isomerase
WP_010890434.1,VNG_RS10830,VNG6082H,654,61626,62279,protein_coding,ArsR family transcriptiol regulator
WP_010890435.1,VNG_RS13440,VNG6083H,558,62291,62848,protein_coding,hypothetical protein
WP_010890436.1,VNG_RS10835,VNG6084H,1365,63303,64667,protein_coding,transposase
WP_010890437.1,VNG_RS10840,VNG6085H,420,64901,65320,protein_coding,hypothetical protein
WP_010890438.1,VNG_RS10845,VNG6086G,939,65313,66251,protein_coding,ParA family protein
WP_010890439.1,VNG_RS10850,VNG6087C,804,66513,67316,protein_coding,hypothetical protein
WP_010890440.1,VNG_RS10855,VNG6088C,831,67322,68152,protein_coding,transcriptiol regulator
WP_010890442.1,VNG_RS13445,VNG6090C,438,68245,68682,protein_coding,deoxyribonuclease
WP_012289552.1,VNG_RS10865,VNG6091G,1029,68917,69945,protein_coding,cell division control protein Cdc6
WP_010890510.1,VNG_RS13450,,591,70189,70779,protein_coding,hypothetical protein
WP_010904023.1,VNG_RS13455,VNG6094H,252,71971,72222,protein_coding,hypothetical protein
WP_012289554.1,VNG_RS10875,VNG6095C,690,72330,73019,protein_coding,SOS response-associated peptidase
WP_010890508.1,VNG_RS10880,VNG6097C,1398,73259,74656,protein_coding,hypothetical protein
WP_010890506.1,VNG_RS13160,VNG6101H,903,75855,76757,protein_coding,hypothetical protein
WP_010890505.1,VNG_RS10900,VNG6102H,1761,76754,78514,protein_coding,hypothetical protein
WP_010890504.1,VNG_RS10905,VNG6103H,486,78567,79052,protein_coding,hypothetical protein
WP_010890503.1,VNG_RS10910,VNG6105H,270,79070,79339,protein_coding,hypothetical protein
WP_010903204.1,VNG_RS10915,VNG6106H,1275,79817,81091,protein_coding,IS4 family transposase ISH8E
WP_049892644.1,VNG_RS10920,,195,81066,81260,protein_coding,hypothetical protein
WP_010904024.1,VNG_RS13460,VNG6109H,189,81426,81614,protein_coding,hypothetical protein
WP_010890502.1,VNG_RS10925,,423,81585,82007,protein_coding,hypothetical protein
WP_012289545.1,VNG_RS10930,,1167,82028,83194,protein_coding,ISH3 family transposase ISH3B
WP_010890501.1,VNG_RS10935,VNG6112H,1242,83525,84766,protein_coding,recombise
WP_010890500.1,VNG_RS10940,VNG6113H,606,84776,85381,protein_coding,hypothetical protein
WP_012289578.1,VNG_RS10945,VNG6115H,312,85382,85693,protein_coding,hypothetical protein
WP_010890498.1,VNG_RS10950,VNG6116H,582,85817,86398,protein_coding,hypothetical protein
WP_010890496.1,VNG_RS10955,VNG6119H,1815,86883,88697,protein_coding,ISNCY family transposase ISH7B
WP_012289580.1,VNG_RS10960,VNG6120H,351,89038,89388,protein_coding,hypothetical protein
WP_010890495.1,VNG_RS10965,VNG6121H,462,89703,90164,protein_coding,hypothetical protein
WP_010890494.1,VNG_RS10970,VNG6123G,774,90164,90937,protein_coding,ParA family protein
WP_012289581.1,VNG_RS13465,,192,91218,91409,protein_coding,hypothetical protein
WP_010890492.1,VNG_RS10975,VNG6125H,297,91385,91681,protein_coding,hypothetical protein
WP_012289582.1,VNG_RS10980,VNG6126H,282,91761,92042,protein_coding,PadR family transcriptiol regulator
WP_012289583.1,VNG_RS13470,,195,92420,92614,protein_coding,hypothetical protein
WP_010890491.1,VNG_RS10985,VNG6127H,975,92639,93613,protein_coding,hypothetical protein
WP_010890490.1,VNG_RS10990,VNG6128H,465,93610,94074,protein_coding,hypothetical protein
WP_010890489.1,VNG_RS10995,VNG6129C,1350,94101,95450,protein_coding,DUF790 domain-containing protein
WP_010890488.1,VNG_RS11000,VNG6130G,1410,95437,96846,protein_coding,ATP-dependent helicase
WP_049892649.1,VNG_RS11005,VNG6131H,408,97244,97651,protein_coding,hypothetical protein
WP_010890486.1,VNG_RS11010,VNG6132G,3387,97984,101370,protein_coding,hypothetical protein
WP_012289728.1,VNG_RS11015,,1167,101488,102654,protein_coding,ISH3-like element ISH27-3 family transposase
WP_010904029.1,VNG_RS13475,VNG6134H,192,103281,103472,protein_coding,hypothetical protein
WP_010890485.1,VNG_RS11020,VNG6135C,2121,103476,105596,protein_coding,class I SAM-dependent D methyltransferase
WP_012289080.1,VNG_RS11025,,1167,105617,106783,protein_coding,ISH3 family transposase ISH27-2
WP_010890484.1,VNG_RS11030,VNG6136H,1986,107069,109054,protein_coding,class I SAM-dependent D methyltransferase
WP_010890482.1,VNG_RS11035,VNG6139G,2940,109051,111990,protein_coding,helicase
WP_010890481.1,VNG_RS11040,VNG6140G,546,111987,112532,protein_coding,transcription factor
WP_010904031.1,VNG_RS11045,VNG6142C,885,113327,114211,protein_coding,D primase
WP_010904032.1,VNG_RS11050,VNG6143H,3819,114208,118026,protein_coding,ATP-binding protein
WP_012289607.1,VNG_RS11055,VNG6144G,2226,118019,120244,protein_coding,transferase
WP_010904034.1,VNG_RS11060,VNG6145H,1122,120237,121358,protein_coding,hypothetical protein
WP_010890432.1,VNG_RS11070,VNG6147H,1275,122374,123648,protein_coding,IS4 family transposase ISH8B
WP_012289608.1,VNG_RS11075,VNG6148H,1335,123755,125089,protein_coding,IS4 family transposase ISH32
WP_010904036.1,VNG_RS11080,VNG6149H,2529,125296,127824,protein_coding,hypothetical protein
WP_012289080.1,VNG_RS11085,,1167,127982,129148,protein_coding,ISH3 family transposase ISH27-2
WP_010904037.1,VNG_RS11090,VNG6150G,927,129403,130329,protein_coding,orc / cell division control protein 6
WP_010904038.1,VNG_RS13480,VNG6152H,525,130295,130819,protein_coding,hypothetical protein
WP_012289610.1,VNG_RS11095,VNG6153G,903,131021,131923,protein_coding,ParA family protein
WP_012289611.1,VNG_RS11100,VNG6155H,462,131916,132377,protein_coding,hypothetical protein
WP_010904041.1,VNG_RS13485,VNG6156H,408,132832,133239,protein_coding,hypothetical protein
WP_012289254.1,VNG_RS11105,,1167,133661,134827,protein_coding,ISH3 family transposase ISH3C
WP_012289612.1,VNG_RS13490,,438,135019,135456,protein_coding,hypothetical protein
WP_010904042.1,VNG_RS13495,VNG6157H,417,135571,135987,protein_coding,hypothetical protein
WP_010904045.1,VNG_RS11110,VNG6160H,192,136761,136952,protein_coding,hypothetical protein
WP_010903204.1,VNG_RS11115,VNG6161H,1275,137079,138353,protein_coding,IS4 family transposase ISH8E
WP_010904046.1,VNG_RS11120,VNG6162H,747,138328,139074,protein_coding,hypothetical protein
WP_010904047.1,VNG_RS11125,VNG6163H,354,139477,139830,protein_coding,hypothetical protein
WP_010904048.1,VNG_RS11130,VNG6164G,795,139850,140644,protein_coding,orc / cell division control protein 6
WP_010904049.1,VNG_RS11135,VNG6165H,324,141211,141534,protein_coding,hypothetical protein
WP_010904050.1,VNG_RS11145,VNG6166H,435,141888,142322,protein_coding,PIN domain-containing protein
WP_010904051.1,VNG_RS11150,VNG6168H,252,142323,142574,protein_coding,AbrB family transcriptiol regulator
WP_012289615.1,VNG_RS11155,,651,142738,143388,protein_coding,universal stress protein
WP_010904053.1,VNG_RS13500,VNG6171H,603,143760,144362,protein_coding,hypothetical protein
WP_010904054.1,VNG_RS11165,VNG6173C,2004,144372,146375,protein_coding,chromosome segregation protein SMC
WP_010904055.1,VNG_RS11170,VNG6175G,705,146432,147136,protein_coding,TrkA family potassium uptake protein
WP_012289616.1,VNG_RS11175,,90,147382,147471,protein_coding,potassium-transporting ATPase subunit F
WP_010904056.1,VNG_RS11180,VNG6176G,1749,147474,149222,protein_coding,potassium-transporting ATPase subunit KdpA
WP_010904057.1,VNG_RS11185,VNG6177G,2160,149224,151383,protein_coding,potassium-transporting ATPase subunit B
WP_010904058.1,VNG_RS11190,VNG6178G,651,151383,152033,protein_coding,ATPase
WP_010904059.1,VNG_RS11195,VNG6179G,819,152033,152851,protein_coding,universal stress protein
WP_010904060.1,VNG_RS11200,VNG6180H,360,153263,153622,protein_coding,hypothetical protein
WP_012289617.1,VNG_RS13505,,312,154005,154316,protein_coding,hypothetical protein
WP_012289618.1,VNG_RS11205,VNG6181H,1236,154368,155603,protein_coding,transposase
WP_010904062.1,VNG_RS11210,VNG6182H,390,155600,155989,protein_coding,IS200/IS605 family transposase ISH35
WP_010904063.1,VNG_RS11215,VNG6183C,1077,156312,157388,protein_coding,bifunctiol oligoribonuclease/PAP phosphatase Nr
WP_010904064.1,VNG_RS11220,VNG6184G,1098,157391,158488,protein_coding,universal stress protein
WP_010904065.1,VNG_RS13510,VNG6185H,180,158491,158670,protein_coding,hypothetical protein
WP_012289619.1,VNG_RS13520,VNG6187G,504,159234,159737,protein_coding,hypothetical protein
WP_010904068.1,VNG_RS11225,VNG6188H,324,160229,160552,protein_coding,hypothetical protein
WP_010904069.1,VNG_RS11230,VNG6189H,789,160682,161470,protein_coding,hypothetical protein
