"query","NOGs","COG_category","HMM_description"
"WP_012289339.1","0YWIF@NOG",NA,NA
"WP_012289340.1","COG0546@NOG","S","HAD-superfamily hydrolase, subfamily IA, variant"
"WP_012289341.1","COG1958@NOG","K","SnRNP-like protein"
"WP_012289342.1","111GY@NOG",NA,NA
"WP_012289343.1","COG1112@NOG","L","DNA replication factor Dna2"
"WP_012289344.1","COG1107@NOG","L","nucleic acid binding OB-fold tRNA helicase-type"
"WP_012289345.1","0Z6KU@NOG",NA,NA
"WP_012289346.1","0YPTK@NOG",NA,NA
"WP_012289348.1","COG0340@NOG COG1654@NOG","H","biotin acetyl-CoA-carboxylase ligase"
"WP_012289349.1","COG0045@NOG","C","succinyl-CoA synthetase subunit beta"
"WP_012289350.1","COG2096@NOG","H","ATP cobalamin adenosyltransferase"
"WP_012289351.1","11MJQ@NOG","S","Protein of unknown function, DUF547"
"WP_012289353.1","COG2138@NOG COG3411@NOG","C","cobalamin (vitamin B12) biosynthesis CbiX protein"
"WP_012289354.1","COG1429@NOG","H","Cobaltochelatase (EC 6.6.1.2)"
"WP_012289355.1","COG2038@NOG","H","UPF0284 protein"
"WP_012289356.1","COG1797@NOG","H","Responsible for the amidation of carboxylic groups at position A and C of either cobyrinic acid or hydrogenobrynic acid. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation (By similarity)"
"WP_012289358.1","COG0368@NOG","H","Joins Ado-cobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin) (By similarity)"
"WP_012289360.1","COG1432@NOG","S","Pfam:DUF88"
"WP_012289361.1","0YHHY@NOG","S","Inherit from NOG: MotA TolQ ExbB proton channel"
"WP_012289362.1","COG1709@NOG","K","XRE family transcriptional regulator"
"WP_012289363.1","COG0470@NOG","L","Part of the RFC clamp loader complex which loads the PCNA sliding clamp onto DNA (By similarity)"
"WP_012289364.1","COG0697@NOG","G","EamA-like transporter family"
"WP_012289369.1","COG0130@NOG","J","Could be responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs (By similarity)"
"WP_012289370.1","0YWE3@NOG",NA,NA
"WP_012289371.1","COG1594@NOG","K","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)"
"WP_012289373.1","COG1233@NOG","Q","phytoene"
"WP_012289375.1","COG1402@NOG","H","creatinine amidohydrolase (EC 3.5.2.10)"
"WP_012289376.1","COG0661@NOG","S","ABC-1 domain protein"
"WP_012289377.1","COG0020@NOG","I","Undecaprenyl diphosphate synthase"
"WP_012289378.1","COG1836@NOG","S","Integral membrane protein DUF92"
"WP_012289379.1","COG0358@NOG","L","UPF0095 protein"
"WP_012289385.1","COG1443@NOG","I","isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)"
"WP_012289386.1","0Y4YD@NOG",NA,NA
"WP_012289388.1","COG0441@NOG","J","Threonyl-tRNA synthetase"
"WP_012289389.1","COG1503@NOG","J","Inherit from COG: Peptide Chain Release Factor"
"WP_012289390.1","0YWT9@NOG",NA,NA
"WP_012289391.1","COG0454@NOG","K","Gnat family acetyltransferase"
"WP_012289392.1","COG1977@NOG","H","moad family"
"WP_012289393.1","COG1226@NOG","P","TrkA-N domain protein"
"WP_012289396.1","0XNRY@NOG","N","HAMP domain"
"WP_012289398.1","COG0589@NOG","T","UspA domain protein"
"WP_012289399.1","COG0467@NOG","T","circadian clock protein, KaiC"
"WP_012289404.1","COG0652@NOG","O","isomerase (EC 5.2.1.8)"
"WP_012289405.1","COG0569@NOG","P","TrkA-N domain protein"
"WP_012289406.1","COG1522@NOG","K","AsnC family transcriptional regulator"
"WP_012289408.1","COG0206@NOG","D","Tubulin FtsZ GTPase"
"WP_012289411.1","COG0152@NOG","F","phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"WP_012289413.1","110HE@NOG",NA,NA
"WP_012289414.1","COG1439@NOG","V","Nucleic acid-binding protein consists of a PIN domain and a Zn-ribbon module-like protein"
"WP_012289415.1","COG1164@NOG","E","oligoendopeptidase F"
"WP_012289417.1","0YJ35@NOG",NA,NA
"WP_012289420.1","0YJI8@NOG",NA,NA
"WP_012289421.1","COG1909@NOG","S","UPF0218 protein"
"WP_012289423.1","COG0464@NOG","O","AAA ATPase central domain protein"
"WP_012289424.1","COG0183@NOG","I","acetyl-CoA acetyltransferase (EC"
"WP_012289426.1","COG0025@NOG COG0569@NOG","P","TrkA-N domain"
"WP_012289427.1","COG2042@NOG","S","pre-rRNA processing protein involved in ribosome biogenesis (By similarity)"
"WP_012289428.1","0XTX4@NOG","L","mutT nudix family protein"
"WP_012289430.1","COG5431@NOG","L","Zinc finger, swim domain protein"
"WP_012289431.1","124VT@NOG","I","Phosphoesterase, PA-phosphatase related"
"WP_012289434.1","COG1395@NOG","K","HTH-type transcriptional regulatory protein"
"WP_012289435.1","COG0668@NOG","M","mechanosensitive ion channel"
"WP_012289436.1","COG0575@NOG","I","UPF0290 protein"
"WP_012289437.1","COG1339@NOG","H","Catalyzes the CTP-dependent phosphorylation of riboflavin (vitamin B2) to form flavin mononucleotide (FMN) (By similarity)"
"WP_012289438.1","COG1503@NOG","J","Directs the termination of nascent peptide synthesis (translation) in response to the termination codons UAA, UAG and UGA (By similarity)"
"WP_012289439.1","121XQ@NOG","S","Brp-like protein"
"WP_012289440.1","11U4S@NOG","H","lycopene cyclase"
"WP_012289441.1","COG0636@NOG","C","ATP synthase subunit K"
"WP_012289442.1","122B3@NOG","Q","Methyltransferase type 11"
"WP_012289443.1","COG3430@NOG","S","Protein of unknown function (DUF1628)"
"WP_012289444.1","COG2108@NOG","S","Radical SAM domain protein"
"WP_012289445.1","COG4745@NOG","O","Mannosyltransferase"
"WP_012289446.1","0YKFC@NOG","S","Deoxyribonuclease rho motif-related TRAM"
"WP_012289447.1","COG1599@NOG","L","nucleic acid binding OB-fold tRNA helicase-type"
"WP_012289448.1","COG1202@NOG","L","Helicase"
"WP_012289449.1","COG1917@NOG","S","Cupin 2 conserved barrel domain protein"
"WP_012289450.1","COG1202@NOG","L","DEAD DEAH box helicase domain protein"
"WP_012289455.1","COG0642@NOG","T","Histidine kinase"
"WP_012289456.1","COG1241@NOG","L","Cell division control protein"
"WP_012289457.1","0YMN8@NOG","D","Cell division inhibitor"
"WP_012289461.1","0YJVM@NOG",NA,NA
"WP_012289463.1","COG0022@NOG","C","pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)"
"WP_012289464.1","COG2423@NOG","E","Ornithine cyclodeaminase (EC 4.3.1.12)"
"WP_012289466.1","COG1718@NOG","T","Serine threonine protein kinase"
"WP_012289469.1","COG1041@NOG","L","RNA methylase"
"WP_012289470.1","COG0688@NOG","I","phosphatidylserine decarboxylase (EC 4.1.1.65)"
"WP_012289475.1","COG2104@NOG","H","Inherit from arCOG: sulfur carrier protein ThiS"
"WP_012289477.1","COG1989@NOG","N","peptidase"
"WP_012289478.1","COG2150@NOG","E","amino acid-binding ACT domain protein"
"WP_012289479.1","110GX@NOG",NA,NA
"WP_012289480.1","0ZK5Z@NOG",NA,NA
"WP_012289482.1","11WCU@NOG","K","Inherit from eurNOG: response regulator receiver domain-containing protein"
"WP_012289483.1","COG0619@NOG","P","Cobalt transport protein"
"WP_012289484.1","COG0247@NOG","C","Cysteine-rich domain"
"WP_012289485.1","0Z3BI@NOG","S","Abortive infection protein"
"WP_012289487.1","0Z0XR@NOG",NA,NA
"WP_012289489.1","0YXCU@NOG",NA,NA
"WP_012289491.1","122F3@NOG","I","dolichol"
"WP_012289492.1","COG0444@NOG","E","Oligopeptide dipeptide ABC transporter ATPase"
"WP_012289493.1","COG3033@NOG","E","tryptophanase (EC 4.1.99.1)"
"WP_012289494.1","COG0589@NOG","T","Universal stress protein family"
"WP_012289495.1","COG0730@NOG","S","Sulfite exporter TauE/SafE"
"WP_012289496.1","COG2897@NOG","P","Sulfurtransferase"
"WP_012289497.1","122B3@NOG","Q","Methyltransferase type 11"
"WP_012289498.1","0YGJP@NOG",NA,NA
"WP_012289500.1","COG3365@NOG","S","Uncharacterized protein conserved in archaea (DUF2073)"
"WP_012289501.1","COG1100@NOG","S","GTP-binding protein"
"WP_012289503.1","COG1311@NOG","L","DNA polymerase ii small subunit"
"WP_012289504.1","COG2021@NOG","E","homoserine o-acetyltransferase (EC 2.3.1.31)"
"WP_012289505.1","COG0477@NOG","G","major facilitator superfamily"
"WP_012289507.1","0YNHE@NOG",NA,NA
"WP_012289508.1","COG0622@NOG","S","mj0936 family"
"WP_012289509.1","COG2008@NOG","E","threonine aldolase (EC 4.1.2.5)"
"WP_012289510.1","COG3366@NOG","S","nucleoside recognition domain protein"
"WP_012289511.1","COG0468@NOG","L","Involved in DNA repair and in homologous recombination. Binds and assemble on single-stranded DNA to form a nucleoprotein filament. Hydrolyzes ATP in a ssDNA-dependent manner and promotes DNA strand exchange between homologous DNA molecules (By similarity)"
"WP_012289512.1","COG1199@NOG","K","Helicase c2"
"WP_012289513.1","0ZAGD@NOG",NA,NA
"WP_012289515.1","0ZGAC@NOG",NA,NA
"WP_012289517.1","0YRJS@NOG","S","barrel domain protein"
"WP_012289518.1","COG1960@NOG","I","Dehydrogenase"
"WP_012289519.1","0YDUS@NOG","S","Inherit from NOG: PbH1"
"WP_012289520.1","0YRPV@NOG",NA,NA
"WP_012289521.1","COG0589@NOG","T","UspA domain protein"
"WP_012289522.1","COG0589@NOG","T","UspA domain protein"
"WP_012289523.1","COG0747@NOG","E","ABC-type transport system periplasmic substrate-binding protein"
"WP_012289526.1","COG0456@NOG","K","acetyltransferase"
"WP_012289527.1","COG1808@NOG","S","Domain of unknown function (DUF389)"
"WP_012289529.1","COG0307@NOG","H","riboflavin synthase, subunit alpha"
"WP_012289530.1","COG2339@NOG","S","Inherit from COG: Involved in the degradation of specific anti-sigma factors (By similarity)"
"WP_012289531.1","COG0644@NOG","C","geranylgeranyl"
"WP_012289533.1","COG0675@NOG","L","Inherit from arCOG: IS1341-type transposase"
"WP_012289535.1","COG1309@NOG","K","Transcriptional regulator"
"WP_012289536.1","0YBVB@NOG","S","The S-layer is a paracrystalline mono-layered assembly of proteins which coat the surface of the cell"
"WP_012289545.1","COG3385@NOG","L","Transposase"
"WP_012289549.1","0ZFRM@NOG",NA,NA
"WP_012289552.1","COG1474@NOG","L","orc1 cdc6 family replication initiation protein"
"WP_012289554.1","COG2135@NOG","S","Inherit from COG: conserved protein"
"WP_012289578.1","10ZXR@NOG",NA,NA
"WP_012289582.1","COG1695@NOG","K","Transcriptional regulator"
"WP_012289591.1","COG3467@NOG","S","Pyridoxamine 5'-phosphate oxidase"
"WP_012289607.1","COG3451@NOG","U","transfer complex protein"
"WP_012289608.1","11UJV@NOG","L","Transposase (ISH5)"
"WP_012289610.1","COG1192@NOG","D","Cobyrinic acid ac-diamide synthase"
"WP_012289615.1","COG0589@NOG","T","UspA domain protein"
"WP_012289618.1","COG0675@NOG","L","transposase, IS605 OrfB family"
"WP_012289619.1","COG1474@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_012289622.1","COG0160@NOG","E","Aminotransferase"
"WP_012289623.1","COG0675@NOG","L","transposase, IS605 OrfB family"
"WP_012289625.1","0XUMF@NOG","Q","Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth (By similarity)"
"WP_012289626.1","1209X@NOG","Q","Gas vesicle synthesis GvpLGvpF"
"WP_012289627.1","0Y69N@NOG","Q","gas-vesicle operon protein"
"WP_012289628.1","1115T@NOG","S","Halobacterial gas vesicle protein C (GVPC) repeat"
"WP_012289629.1","COG0095@NOG","H","Lipoate-protein ligase"
"WP_012289630.1","COG0402@NOG","F","Adenosine/AMP deaminase"
"WP_012289631.1","COG0733@NOG","P","Transporter"
"WP_012289638.1","COG0596@NOG","S","Alpha beta hydrolase fold protein"
"WP_012289639.1","COG0309@NOG","O","AIR synthase related protein domain protein"
"WP_012289640.1","COG0540@NOG","F","Aspartate transcarbamylase"
"WP_012289643.1","COG0582@NOG","L","Inherit from COG: Integrase"
"WP_012289646.1","11UJV@NOG","L","Transposase (ISH5)"
"WP_012289724.1","COG1599@NOG","L","Inherit from arCOG: nucleic acid binding OB-fold tRNA helicase-type"
"WP_012289727.1","1111P@NOG",NA,NA
"WP_012289728.1","COG3385@NOG","L","Transposase"
"WP_012289729.1","COG3679@NOG","L","Protein of unknown function (DUF964)"
"WP_012289730.1","0XSKB@NOG","Q","Methyltransferase type 11"
"WP_012289732.1","110NC@NOG",NA,NA
"WP_012289733.1","111H2@NOG",NA,NA
"WP_012289734.1","COG1192@NOG","D","CobQ/CobB/MinD/ParA nucleotide binding domain"
"WP_012289738.1","COG3359@NOG","L","Inherit from COG: Exonuclease-like protein"
"WP_012289741.1","129ZK@NOG",NA,NA
"WP_012289742.1","COG2402@NOG","V","Toxic component of a toxin-antitoxin (TA) module. A"
"WP_012289743.1","COG1715@NOG","V","restriction endonuclease"
"WP_012289744.1","111U6@NOG",NA,NA
"WP_012289745.1","111QE@NOG","K","Sugar-specific transcriptional regulator TrmB"
"WP_012289746.1","COG1556@NOG","S","Uncharacterised ACR, YkgG family COG1556"
"WP_012289747.1","COG1620@NOG","C","l-lactate permease"
"WP_012289748.1","COG1848@NOG","V","VapC-type toxin"
"WP_012289750.1","110KV@NOG",NA,NA
"WP_012289751.1","110CP@NOG",NA,NA
"WP_012289752.1","1110P@NOG",NA,NA
"WP_012289753.1","0Z4Q9@NOG",NA,NA
"WP_012289758.1","COG3316@NOG","L","Transposase"
"WP_049892464.1","0ZAFU@NOG",NA,NA
"WP_049892468.1","0YM5U@NOG",NA,NA
"WP_049892472.1","1114V@NOG",NA,NA
"WP_049892477.1","COG0531@NOG COG0589@NOG","E","amino acid"
"WP_049892480.1","0Z8FT@NOG",NA,NA
"WP_049892481.1","COG0491@NOG","S","Metallo-beta-lactamase superfamily"
"WP_049892483.1","COG0613@NOG","S","Inherit from COG: DNA-directed DNA polymerase activity"
"WP_049892484.1","COG1650@NOG","J","Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr) (By similarity)"
"WP_049892486.1","COG0704@NOG","P","Plays a role in the regulation of phosphate uptake (By similarity)"
"WP_049892490.1","COG0026@NOG","F","phosphoribosylaminoimidazole carboxylase ATPase subunit"
"WP_049892491.1","COG1668@NOG","C","ABC-type transport system permease protein 2"
"WP_049892495.1","COG0288@NOG","P","carbonic anhydrase"
"WP_049892496.1","COG2220@NOG","S","Lactamase_B"
"WP_049892499.1","110P9@NOG",NA,NA
"WP_049892500.1","127TA@NOG","K","CopG family transcriptional regulator"
"WP_049892503.1","COG0640@NOG","K","transcriptional regulator, ArsR family"
"WP_049892506.1","COG1944@NOG","H","YcaO-like family"
"WP_049892508.1","COG0456@NOG","K","GCN5-related N-acetyltransferase"
"WP_049892509.1","11056@NOG",NA,NA
"WP_049892512.1","COG1011@NOG","S","Haloacid dehalogenase domain protein hydrolase"
"WP_049892515.1","COG0361@NOG","J","Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits (By similarity)"
"WP_049892517.1","12726@NOG",NA,NA
"WP_049892519.1","111P5@NOG",NA,NA
"WP_049892520.1","0Y91V@NOG","T","HPP family"
"WP_049892521.1","COG0379@NOG","H","Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate (By similarity)"
"WP_049892524.1","COG1071@NOG","C","alpha subunit"
"WP_049892527.1","COG1060@NOG","H","Catalyzes the radical-mediated transfer of the hydroxybenzyl group from 4-hydroxyphenylpyruvate (HPP) to 5-amino- 6-ribitylamino-2,4(1H,3H)-pyrimidinedione to form 7,8-didemethyl- 8-hydroxy-5-deazariboflavin (FO) (By similarity)"
"WP_049892529.1","0ZG2T@NOG",NA,NA
"WP_049892531.1","0YFBR@NOG",NA,NA
"WP_049892532.1","COG1622@NOG","C","oxidase, subunit II"
"WP_049892555.1","COG0747@NOG","E","Extracellular solute-binding protein family 5"
"WP_049892592.1","0YH2H@NOG",NA,NA
"WP_049892595.1","COG4799@NOG","I","propionyl-CoA carboxylase"
"WP_049892606.1","COG1967@NOG","S","Membrane protein of unknown function DUF63"
"WP_049892611.1","COG0459@NOG","O","thermosome"
"WP_049892616.1","COG4190@NOG","K","Inherit from COG: Transcriptional regulator"
"WP_049892625.1","COG3413@NOG","K","DNA-binding protein"
"WP_049892694.1","10ZXQ@NOG",NA,NA
"WP_049892702.1","COG0076@NOG","E","Pyridoxal-dependent decarboxylase conserved domain"
"WP_049892707.1","11122@NOG","L","Involved in regulation of DNA replication (By similarity)"
"WP_049892709.1","COG0694@NOG","O","NifU-like domain"
"WP_049892710.1","COG0395@NOG","P","Binding-protein-dependent transport system inner membrane component"
"WP_049892712.1","110XR@NOG",NA,NA
"WP_049892715.1","COG2026@NOG","K","Inherit from arCOG: Plasmid stabilization system"
"WP_049892719.1","COG1301@NOG","C","sodium dicarboxylate symporter"
"WP_049892774.1","110TU@NOG",NA,NA
"WP_049928171.1","COG3430@NOG","N","Protein of unknown function (DUF1628)"
"WP_049928189.1","COG0630@NOG","N","type II secretion system protein"
"WP_049928196.1","0YC5Q@NOG",NA,NA
"WP_049928204.1","11KXY@NOG",NA,NA
"WP_049928262.1","COG0187@NOG","L","DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)"
"WP_049928392.1","COG1361@NOG","M","Inherit from NOG: S-layer domain-like protein"
"WP_049928394.1","COG1361@NOG","M","Inherit from NOG: S-layer domain-like protein"
