"query","NOGs","COG_category","HMM_description"
"NP_014918.1","0XQX6@NOG","S","Required for the proteolytic cleavage of the transcription factor RIM101 in response to alkaline ambient pH. May act as a scaffold protein that recruits the calpain-like protease RIM13 via VPS32 to its substrate RIM101 (By similarity)"
"NP_014919.3","1290D@NOG","J","Acts as an inhibitor of cap-dependent translation. Competes with eIF4G1 and EAP1 for binding to eIF4E and interferes with the formation of the eIF4F complex, inhibiting translation and stabilizing mRNA (By similarity)"
"NP_014921.1","COG1587@NOG","H","Uroporphyrinogen-III synthase HemD"
"NP_014922.3","1197T@NOG",NA,NA
"NP_014923.1","11JYH@NOG","E","Serine hydrolase (FSH1)"
"NP_014924.3","11H24@NOG","T","Inherit from saccNOG: Phosducin"
"NP_014926.1","COG0406@NOG","G","PGAM"
"NP_014928.1","COG0607@NOG","P","Rhodanese-like domain"
"NP_014929.3","COG0607@NOG","P","Rhodanese-like domain"
"NP_014930.1","11T3E@NOG","J","Component of the 90S pre-ribosome involved in the maturation of rRNAs. Required for early cleavages of the pre-RNAs in the 40S ribosomal subunit maturation pathway (By similarity)"
"NP_014931.3","COG0526@NOG","O","Thioredoxin"
"NP_014932.1","COG2078@NOG","S","AMMECR1"
"NP_014933.3","0XNUT@NOG","K","BROMO"
"NP_014934.1","0XRCA@NOG","P","Pfam:P_ATPase"
"NP_014935.3","11SYH@NOG","S","Mpv17 / PMP22 family"
"NP_014936.1","COG5045@NOG","J","ribosomal protein S10"
"NP_014937.1","COG5225@NOG","J","Ribosome biogenesis regulatory protein (RRS1)"
"NP_014938.3","COG5531@NOG","K","DNA binding"
"NP_014939.1","0XVSR@NOG","S","Munc13 (mammalian uncoordinated) homology domain"
"NP_014940.4","11RTW@NOG","C","CybS"
"NP_014941.1","0Y6D0@NOG",NA,NA
"NP_014942.4","COG1813@NOG","K","Transcriptional coactivator that stimulates transcriptional activity by bridging regulatory proteins and TBP, thereby recruiting TBP to promoters occupied by DNA-binding regulators (By similarity)"
"NP_014943.1","0XXJG@NOG","U","(Chs5p-Arf1p-binding proteins Bch1p, Bch2p, Bud7p, Chs6p), that forms"
"NP_014945.3","0XQMG@NOG","S","Inherit from ascNOG: RGS domain protein (Rax1)"
"NP_014947.3","COG0505@NOG","F","Arginine-specific carbamoyl-phosphate synthetase, glutamine chain"
"NP_014948.1","COG0553@NOG","K","HAND"
"NP_014949.3","116T1@NOG",NA,NA
"NP_014950.1","126U9@NOG","O","Required for respiratory growth protein 7, mitochondrial"
"NP_014951.4","0Z4JM@NOG","G","transporter activity"
"NP_014952.1","0XP1S@NOG","E, G","Triose-phosphate Transporter family"
"NP_014953.3","0XSTT@NOG","A","SART-1 family"
"NP_014955.1","COG1498@NOG","A","Required for pre-18S rRNA processing. May bind microtubules (By similarity)"
"NP_014956.3","COG0170@NOG","I","diacylglycerol kinase that catalyzes the phosphorylation of diacylglycerol (DAG) to phosphatidate (PA). Controls phosphatidate levels at the nuclear envelope"
"NP_014957.2","COG2157@NOG","J","60S ribosomal protein L20"
"NP_014958.3","0Y87F@NOG",NA,NA
"NP_014960.1","11976@NOG",NA,NA
"NP_014961.3","COG1230@NOG","P","zinc cadmium resistance protein"
"NP_014962.3","COG1022@NOG","I","long-chain fatty acids into metabolically active CoA thioesters for subsequent degradation or incorporation into phospholipids"
"NP_014964.1","0XPT4@NOG","A","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NP_014965.3","COG5597@NOG","G","N-acetylglucosaminyltransferase involved in the Golgi- specific modification of N-linked glycans"
"NP_014966.1","COG1928@NOG","O","Dolichyl-phosphate-mannose--protein mannosyltransferase"
"NP_014967.3","0ZD72@NOG","S","Inherit from ascNOG: ubiquitin-dependent endocytosis"
"NP_014968.1","COG0014@NOG","E","Aldehyde dehydrogenase family"
"NP_014969.3","11AWS@NOG",NA,NA
"NP_014971.1","COG5022@NOG","Z","Myosin heavy chain that is required for the cell cycle- regulated transport of various organelles and proteins for their segregation. Functions by binding with its tail domain to receptor proteins on organelles and exerting force with its N-terminal motor domain against actin filaments, thereby transporting its cargo along polarized actin cables"
"NP_014972.3","COG5143@NOG","U","Synaptobrevin"
"NP_014973.1","COG1131@NOG","Q","ATP-binding cassette, sub-family G (WHITE), member"
"NP_014974.3","11NMN@NOG",NA,NA
"NP_014975.2","COG0749@NOG","L","DNA-directed DNA polymerase activity"
"NP_014977.3","COG1390@NOG","C","ATP synthase (E/31 kDa) subunit"
"NP_014979.1","0XNNZ@NOG","P","High-conductance magnesium-selective channel that mediates the influx of magnesium into the mitochondrial matrix. Essential for the splicing of mRNA group II introns in mitochondria by affecting mitochondrial magnesium concentrations, which are critical for group II intron splicing"
"NP_014980.3","COG0013@NOG","J","DHHA1 domain"
"NP_014981.1","0XRK6@NOG","O","protein required for beta-1,6 glucan biosynthesis"
"NP_014982.3","11F9Y@NOG","K","Fungal_trans"
"NP_014983.1","11T1C@NOG","S","DNA binding"
"NP_014984.3","11IGV@NOG","O","Ubiquitin-conjugating enzyme"
"NP_014985.1","11JD4@NOG","K","RNA polymerase I subunit"
"NP_014986.3","COG0086@NOG","K","DNA-directed RNA polymerase"
"NP_014987.1","119SZ@NOG",NA,NA
"NP_014989.3","0YT94@NOG","K","Helix-loop-helix DNA-binding domain"
"NP_014991.1","COG0389@NOG","L","DNA repair protein"
"NP_014992.3","COG0469@NOG","G","Pyruvate kinase"
"NP_014993.1","COG0531@NOG","E","Proline permease, required for high-affinity transport of proline"
"NP_014994.3","COG5234@NOG","O","Inherit from KOG: Cofactor D"
"NP_014995.1","11CPG@NOG",NA,NA
"NP_014996.3","0XRMJ@NOG","D","meiosis-specific serine threonine-protein kinase MEK1"
"NP_014997.1","0YHY9@NOG",NA,NA
"NP_014998.3","COG4886@NOG","T","RAM signalling pathway protein"
"NP_014999.1","11B08@NOG","L","May be involved in the control of meiotic sister- chromatid recombination"
"NP_015000.3","0YGXG@NOG",NA,NA
"NP_015001.1","COG0644@NOG","C","Electron transfer flavoprotein-ubiquinone oxidoreductase"
"NP_015002.3","COG5391@NOG","U","Required for retention of late Golgi membrane proteins. Component of the retrieval machinery that functions by direct interaction with the cytosolic tails of certain TGN membrane proteins during the sorting budding process at the prevacuolar compartment. Binds phosphatidylinositol 3-phosphate (PtdIns(P3))"
"NP_015003.1","COG5208@NOG","K","Core histone H2A/H2B/H3/H4"
"NP_015004.3","0XSUP@NOG","A","SAM"
"NP_015005.1","0XRI7@NOG","T","3'5'-cyclic nucleotide phosphodiesterase"
"NP_015006.3","COG5354@NOG","J","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)"
"NP_015007.1","0XP01@NOG","O","subunit alpha 7 EC 3.4.25.1"
"NP_015008.3","0XUCG@NOG","K","Fungal Zn(2)-Cys(6) binuclear cluster domain"
"NP_015010.1","0XR4Q@NOG","U","Transient receptor potential (TRP) ion channel"
"NP_015012.3","COG5199@NOG","Z","CH"
"NP_015013.1","0YHQU@NOG","L","Component of the checkpoint clamp complex involved in the surveillance mechanism that allows the DNA repair pathways to act to restore the integrity of the DNA prior to DNA synthesis or separation of the replicated chromosomes"
"NP_015014.3","COG1358@NOG","J","40S ribosomal protein S12"
"NP_015015.1","COG5044@NOG","O","GDP dissociation inhibitor"
"NP_015016.3","0YDIG@NOG","T","G proteins are involved as modulators or transducers in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction. Involved in the determination of the cAMP level according to nutritional conditions, most probably as a regulator of cAMP phosphodiesterase. Required for the control of pseudohyphal and haploid invasive growth"
"NP_015017.1","11BJT@NOG",NA,NA
"NP_015018.3","COG4886@NOG","T","Inherit from ascNOG: conserved leucine-rich repeat protein"
"NP_015019.1","COG1012@NOG","C","Aldehyde dehydrogenase family"
"NP_015020.3","COG0334@NOG","E","glutamate dehydrogenase"
"NP_015022.3","0YB6U@NOG","S","Alcohol acetyltransferase"
"NP_015023.1","0XQV1@NOG","U","Major Facilitator Superfamily"
"NP_015025.3","0XR9R@NOG","K","Fungal specific transcription factor domain"
"NP_015026.1","0XNZY@NOG","P, Q","Fe(3 ) is reduced to Fe(2 ), which then dissociates from the siderophore and can be imported by the high-affinity Fe(2 ) transport complex in the plasma membrane"
"NP_015027.1","11D6B@NOG",NA,NA
"NP_015028.3","117CK@NOG",NA,NA
"NP_015029.1","0XNZY@NOG","P, Q","Fe(3 ) is reduced to Fe(2 ), which then dissociates from the siderophore and can be imported by the high-affinity Fe(2 ) transport complex in the plasma membrane"
"NP_015030.3","11EEJ@NOG","S","green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"NP_015031.1","COG0415@NOG","L","FAD binding domain of DNA photolyase"
"NP_015032.3","0YHZ9@NOG","S","Yeast-specific zinc responsive"
"NP_015033.1","COG1052@NOG","C","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
"NP_015034.3","11YS5@NOG",NA,NA
"NP_015035.1","COG0239@NOG","D","CrcB-like protein"
"NP_015036.3","COG0693@NOG","S","PfpI family"
"NP_015038.1","COG0148@NOG","G","enolase EC 4.2.1.11"
"NP_015039.3","0YXX3@NOG","O","Member of the seripauperin multigene family encoded mainly in subtelomeric regions"
"NP_015040.1","COG0513@NOG","L","Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1"
"NP_015041.1","0YXX3@NOG","O","Member of the seripauperin multigene family encoded mainly in subtelomeric regions"
"NP_015042.1","COG0148@NOG","G","enolase EC 4.2.1.11"
"NP_015043.1","COG0693@NOG","S","PfpI family"
"NP_015044.1","COG0239@NOG","D","CrcB-like protein"
"NP_015045.1","11YS5@NOG",NA,NA
"NP_015046.1","11YS5@NOG",NA,NA
"NP_015049.1","COG0531@NOG","E","Amino acid permease"
"NP_015050.1","COG2040@NOG","E","homocysteine S-methyltransferase activity"
"NP_015051.1","11AE0@NOG",NA,NA
"NP_015052.1","0Y5P5@NOG","C","Mitochondrial ATP synthase epsilon chain"
"NP_015053.2","COG1132@NOG","Q","ABC transporter transmembrane region"
"NP_015054.1","0XSY9@NOG","S","Yeast cortical protein KAR9"
"NP_015055.1","0XPSW@NOG","I","Phosphatidylinositol-specific phospholipase C, Y domain"
"NP_015056.1","116UV@NOG",NA,NA
"NP_015057.1","COG0030@NOG","A","Specifically dimethylates two adjacent adenosines in the loop of a conserved hairpin near the 3'-end of 18S rRNA in the 40S particle"
"NP_015058.1","COG0531@NOG","E","Amino acid permease"
"NP_015059.1","COG0697@NOG","E, G","EamA-like transporter family"
"NP_015060.1","0XPJI@NOG","S","Inherit from ascNOG: Kelch repeats protein"
"NP_015061.1","COG0114@NOG","C","Fumarase C C-terminus"
"NP_015063.1","0YSRR@NOG","S","Protein of unknown function (DUF2408)"
"NP_015064.1","0XPFS@NOG","U","Adaptor complexes medium subunit family"
"NP_015065.1","COG0351@NOG COG0819@NOG","H","Catalyzes the phosphorylation of hydroxymethylpyrimidine phosphate (HMP-P) to HMP-PP, and also probaby that of HMP to HMP- P"
"NP_015067.1","COG5024@NOG","D","Essential for the control of the cell cycle at the G1 S (start) transition. Interacts with the CDC28 protein kinase to form MPF"
"NP_015068.1","119T9@NOG","Z","Component of the spindle pole body (SPB) required for insertion of the nascent SPB into the nuclear envelope and for the proper execution of spindle pole body (SPB) duplication. Connects the central plaque of the SPB with the half-bridge. Required for proper localization of CDC5 at the SPB and for proper M-phase progression (By similarity)"
"NP_015069.1","11I1V@NOG","K","transcriptional coactivator HFI1 ADA1"
"NP_015070.1","1198Q@NOG","Z","microtubule motor activity"
"NP_015071.1","COG0633@NOG","C","2Fe-2S iron-sulfur cluster binding domain"
"NP_015074.1","COG5051@NOG","J","60S ribosomal protein L36"
"NP_015075.1","0YWJY@NOG","U","Rab GTPase activator activity"
"NP_015076.1","0YVCP@NOG","K","Regulatory protein"
"NP_015077.1","0XQ78@NOG","S","WD repeat-containing protein"
"NP_015078.1","100KJ@NOG","O","Rhomboid protein 2"
"NP_015079.1","COG3410@NOG","O","Uncharacterized conserved protein (DUF2075)"
"NP_015080.1","COG0697@NOG","U","May be involved in specific transport of UDP-Gal from the cytosol to the Golgi lumen. Involved in the maintenance of optimal conditions for the folding of secretory pathway proteins in the endoplasmic reticulum"
"NP_015081.1","0XPW1@NOG","U","assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum"
"NP_015082.1","COG5261@NOG","Z","RasGAP C-terminus"
"NP_015083.1","11550@NOG",NA,NA
"NP_015084.1","COG0326@NOG","O","Molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved"
"NP_015085.1","COG0666@NOG","S","Ankyrin repeat"
"NP_015087.1","COG1601@NOG","J","translation initiation factor 2 subunit"
"NP_015088.1","0YN06@NOG","T","STYKc"
"NP_015089.1","COG1224@NOG","B","DNA helicase which participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes. The SWR1 complex mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. The INO80 complex remodels chromatin by shifting nucleosomes"
"NP_015090.1","COG0636@NOG","C","Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells"
"NP_015091.1","1277P@NOG","S","Kinetochore protein Mis14 like"
"NP_015092.1","COG5074@NOG","U","Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane"
"NP_015093.1","COG0304@NOG COG0331@NOG COG0736@NOG COG4982@NOG","I","fatty acid synthase subunit alpha"
"NP_015094.1","COG5048@NOG","K","Zinc finger, C2H2 type"
"NP_015095.1","116SM@NOG",NA,NA
"NP_015096.1","11WKI@NOG","A","First step of mRNA capping. Converts the 5'-triphosphate end of a nascent mRNA chain into a diphosphate end"
"NP_015097.1","COG0463@NOG","G","Glycosyl transferase family 2"
"NP_015098.1","COG0488@NOG","E, J","Chromo (CHRromatin Organisation MOdifier) domain"
"NP_015099.1","11SHF@NOG","S","Pfam:DUF579"
"NP_015100.2","COG0053@NOG","P","cellular iron ion homeostasis"
"NP_015102.1","COG0397@NOG","S","Uncharacterized ACR, YdiU/UPF0061 family"
"NP_015103.1","0XR4Q@NOG","G","FAD transmembrane transport"
"NP_015104.1","COG0081@NOG","J","ribosomal protein"
"NP_015105.1","11TTK@NOG","S","negative regulation of glycogen biosynthetic process"
"NP_015106.1","0YIKI@NOG","U","Small GTPase component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules. SAR1 controls the coat assembly in a stepwise manner. Activated SAR1-GTP binds to membranes first and recruits the SEC23 24 complex. These SEC23 24-SAR1 prebudding intermediates are then collected by the SEC13 31 complex as subunits polymerize to form coated transport vesicles. Conversion to SAR1-GDP triggers coat release and recycles COPII subunits (By similarity)"
"NP_015107.1","COG5192@NOG","J","Ribosome biogenesis protein BMS1"
"NP_015108.1","COG5076@NOG","B","bromodomain adjacent to zinc finger domain"
"NP_015109.1","11QVY@NOG","C","Ubiquinol-cytochrome C chaperone"
"NP_015110.1","COG0352@NOG COG2145@NOG","H","Thiamine monophosphate synthase/TENI"
"NP_015111.1","COG4886@NOG","A","RNA splicing"
"NP_015112.1","COG0101@NOG","J","Formation of pseudouridine at positions 27 and 28 in the anticodon stem and loop of transfer RNAs"
